iter	MultiClass
301	0.009704795843
302	0.009667041654
303	0.009634538691
304	0.009600402407
305	0.009566694061
306	0.009533055504
307	0.009503718879
308	0.009473925255
309	0.009435733887
310	0.009403277555
311	0.009372372063
312	0.009338883424
313	0.009311023978
314	0.00928105547
315	0.009250352986
316	0.009223487734
317	0.009194217227
318	0.009161419763
319	0.009131865708
320	0.00909759949
321	0.009067549872
322	0.009037138939
323	0.009006822598
324	0.008980221289
325	0.00895409317
326	0.008925537299
327	0.00888912135
328	0.008862023105
329	0.008834050233
330	0.008803436003
331	0.008776198887
332	0.00874968284
333	0.008709314565
334	0.008682317606
335	0.008649064
336	0.008626609648
337	0.008582933066
338	0.008539743874
339	0.008508620519
340	0.008480496152
341	0.008451858646
342	0.008426841962
343	0.008400646911
344	0.008377358457
345	0.008354549108
346	0.008331406114
347	0.008308720563
348	0.008282846526
349	0.008254857352
350	0.008234894046
351	0.008211195842
352	0.008187444016
353	0.008160194119
354	0.008132145052
355	0.008107775407
356	0.008086557288
357	0.008058797532
358	0.008037704015
359	0.008014286813
360	0.007990280586
361	0.007967202596
362	0.007944704274
363	0.007907899119
364	0.00788782658
365	0.007863297144
366	0.007843286988
367	0.007822451715
368	0.007800730966
369	0.007779918247
370	0.007760419426
371	0.007738864998
372	0.007708501223
373	0.007683741747
374	0.007660476092
375	0.00764311081
376	0.00762302038
377	0.007603995442
378	0.007584453199
379	0.007564393742
380	0.007543998823
381	0.007520507004
382	0.007500184128
383	0.007480413715
384	0.007463124833
385	0.007437716071
386	0.007418003667
387	0.00739565631
388	0.007364603143
389	0.007341379402
390	0.007324747731
391	0.007304981265
392	0.007283050868
393	0.00726232198
394	0.007246038246
395	0.007229208178
396	0.007212906111
397	0.00718792366
398	0.007167739224
399	0.007147946874
400	0.007129397363
401	0.007111747937
402	0.007091877607
403	0.007068356748
404	0.00705060438
405	0.007034754338
406	0.007017753841
407	0.006997765515
408	0.006979902536
409	0.006963412036
410	0.006948679906
411	0.006929098088
412	0.006911319874
413	0.006896198197
414	0.00687693237
415	0.006862902583
416	0.006840164692
417	0.006820548545
418	0.006802693443
419	0.006783870735
420	0.006754716587
421	0.006735069416
422	0.006716159471
423	0.006701832208
424	0.006687556527
425	0.006674057557
426	0.00666081839
427	0.006645260758
428	0.006629410296
429	0.006611703886
430	0.00659230088
431	0.006573977085
432	0.006558543215
433	0.006544910045
434	0.006521811775
435	0.006509050811
436	0.006491200987
437	0.006472965286
438	0.006457290842
439	0.00644398026
440	0.006426449533
441	0.006410130869
442	0.006391256209
443	0.006378884306
444	0.006367138762
445	0.006352000675
446	0.006336937234
447	0.006323886398
448	0.006312305672
449	0.006296957693
450	0.006272311689
451	0.006258923777
452	0.00623823014
453	0.006224773471
454	0.006210906125
455	0.006197378067
456	0.006180539502
457	0.006167425284
458	0.00615117594
459	0.006138018176
460	0.006126688569
461	0.006113296879
462	0.006100024303
463	0.00608504016
464	0.006069032893
465	0.006054012057
466	0.006042532962
467	0.006030286811
468	0.00601611958
469	0.006001637953
470	0.005984620934
471	0.005971842851
472	0.005959620212
473	0.005946586788
474	0.005935175348
475	0.005921151196
476	0.005910101376
477	0.005900529965
478	0.005885783781
479	0.005873113131
480	0.005859558723
481	0.005848016578
482	0.005835017357
483	0.005823166526
484	0.005810602474
485	0.005796703489
486	0.005784356775
487	0.005771961292
488	0.005758527701
489	0.005747079389
490	0.005733642816
491	0.00571880716
492	0.005707197755
493	0.005693951095
494	0.005682517161
495	0.005673403803
496	0.005662082583
497	0.005650400844
498	0.005639771693
499	0.005628750216
500	0.005619665697
501	0.005608182322
502	0.005598330728
503	0.005586645783
504	0.005575973358
505	0.005565251372
506	0.00555452722
507	0.005541869086
508	0.005532147411
509	0.005521988979
510	0.005509698469
511	0.005498620273
512	0.005487966226
513	0.005477467563
514	0.005468052681
515	0.005451601005
516	0.005441675974
517	0.005429386569
518	0.005420098361
519	0.005406507588
520	0.005396580423
521	0.005385218119
522	0.005374447922
523	0.00536112028
524	0.005351815676
525	0.005339587425
526	0.005327539106
527	0.005317771159
528	0.005306361031
529	0.005297265076
530	0.005287459771
531	0.005276006335
532	0.005259353308
533	0.005248659393
534	0.005238866322
535	0.005229922667
536	0.00522026369
537	0.005209988854
538	0.005199270831
539	0.005189768974
540	0.005180577655
541	0.005173226723
542	0.005165867204
543	0.005155003862
544	0.005143818225
545	0.005132018303
546	0.005122520877
547	0.005114133903
548	0.005103263368
549	0.005093770099
550	0.00508369043
551	0.005075097437
552	0.005066141918
553	0.005058269057
554	0.005050237435
555	0.005041827583
556	0.005032362396
557	0.005021733409
558	0.00501357215
559	0.005002950429
560	0.004993435507
561	0.004984939171
562	0.004975837614
563	0.004967143551
564	0.004957892204
565	0.004950205551
566	0.004942608364
567	0.004933985585
568	0.004923805984
569	0.004914989487
570	0.004906817287
571	0.004897336447
572	0.004889258242
573	0.004880749074
574	0.004870902758
575	0.004861398439
576	0.004851861591
577	0.004842298432
578	0.004835210994
579	0.004825217593
580	0.004814713008
581	0.004804412763
582	0.004796728647
583	0.004788038442
584	0.004779573799
585	0.004770668616
586	0.004762698185
587	0.004755745675
588	0.004747690816
589	0.004738063776
590	0.004730741733
591	0.00472322756
592	0.004716437396
593	0.004707008415
594	0.004700049305
595	0.004690462355
596	0.004681664306
597	0.00467489199
598	0.004665604931
599	0.004658777202
600	0.004652201163
601	0.004642435358
602	0.004633319989
603	0.004625700778
604	0.00461777626
605	0.004610316016
606	0.00460197906
607	0.004595033543
608	0.004584368897
609	0.004575392189
610	0.004565444205
611	0.004558313119
612	0.004550364904
613	0.004541913836
614	0.004534810344
615	0.004527703222
616	0.004520184119
617	0.004512869767
618	0.004505438064
619	0.004496109164
620	0.004488586671
621	0.004476903146
622	0.004469215493
623	0.004460300685
624	0.004452496891
625	0.004443696128
626	0.004435145124
627	0.004428216216
628	0.004421207971
629	0.00441470122
630	0.004408655419
631	0.004401875985
632	0.00439656113
633	0.004389781692
634	0.004383818768
635	0.004376148733
636	0.0043703447
637	0.004362958561
638	0.004355539802
639	0.004348231273
640	0.004341671635
641	0.004335269674
642	0.004329395383
643	0.004323842143
644	0.004317127992
645	0.004311455886
646	0.004304958237
647	0.004296381523
648	0.004289587592
649	0.004282510354
650	0.00427637683
651	0.004267075947
652	0.004260085614
653	0.004253615315
654	0.00424790055
655	0.004242332055
656	0.00423607442
657	0.004230593765
658	0.004224074441
659	0.004217682733
660	0.00421151808
661	0.004205970177
662	0.004197669719
663	0.004192203265
664	0.004185944262
665	0.004179276579
666	0.004174014399
667	0.004168230186
668	0.004162252387
669	0.004152288729
670	0.004144920579
671	0.00413939066
672	0.004132827235
673	0.004126160435
674	0.004116288972
675	0.004109544521
676	0.004103856542
677	0.004097654547
678	0.004091687848
679	0.004086163079
680	0.004080920942
681	0.004075008066
682	0.004069120795
683	0.004063251823
684	0.004054330964
685	0.004044137512
686	0.004037447854
687	0.004031473306
688	0.004026406843
689	0.004022034399
690	0.004016710867
691	0.004011384379
692	0.004006756332
693	0.004000024309
694	0.003993919867
695	0.00398753406
696	0.003981901591
697	0.003976441212
698	0.003970797229
699	0.003964544999
700	0.003959219416
701	0.003953097985
702	0.003946144094
703	0.003940625891
704	0.003932904971
705	0.003924971699
706	0.003919647494
707	0.003911438995
708	0.003907096627
709	0.003902526169
710	0.003897452203
711	0.003890141793
712	0.003885316233
713	0.003880328566
714	0.00387590498
715	0.003870006667
716	0.003864218055
717	0.003859416894
718	0.003854910429
719	0.003849925772
720	0.003842562901
721	0.00383813302
722	0.003833202296
723	0.003828458106
724	0.003823632699
725	0.00381805105
726	0.003811480418
727	0.00380600019
728	0.003801336626
729	0.003795340979
730	0.003790656197
731	0.003785889385
732	0.003780878998
733	0.003775964312
734	0.003771198039
735	0.003765834045
736	0.003760878029
737	0.003753632168
738	0.003746079833
739	0.003741183927
740	0.003735991318
741	0.003731057708
742	0.00372380765
743	0.003718239464
744	0.00371256555
745	0.00370778849
746	0.003702612125
747	0.003696861854
748	0.003689238991
749	0.003684096769
750	0.003677007236
751	0.003672169476
752	0.003667173663
753	0.003663038854
754	0.003658432031
755	0.003653672408
756	0.003648080387
757	0.003643748244
758	0.00363920145
759	0.003634467913
760	0.003629934478
761	0.003624371347
762	0.00361940774
763	0.003613050759
764	0.003605632137
765	0.003600810027
766	0.003596194466
767	0.003592376963
768	0.003586175137
769	0.003581858136
770	0.003577837632
771	0.003573290285
772	0.003569792106
773	0.003565291921
774	0.003560550549
775	0.00355595328
776	0.003551481273
777	0.003545764288
778	0.003541207002
779	0.003536417636
780	0.003531809343
781	0.003527161426
782	0.003522469928
783	0.003518280361
784	0.003513559757
785	0.003509325459
786	0.003504507618
787	0.003500448262
788	0.003495890112
789	0.003491363594
790	0.003486720403
791	0.003482450224
792	0.003477941294
793	0.00347149289
794	0.00346726974
795	0.003463212412
796	0.003459476818
797	0.003456217951
798	0.003452471031
799	0.003447787932
800	0.003444221913
801	0.003440118213
802	0.003435020439
803	0.003430955329
804	0.003427401098
805	0.003422555713
806	0.003418940714
807	0.003414935985
808	0.003411792387
809	0.003408092389
810	0.003404684405
811	0.003401148858
812	0.003397604026
813	0.003393754814
814	0.003389232501
815	0.003383134952
816	0.003379420429
817	0.003374796691
818	0.003370897207
819	0.003367351403
820	0.00336340487
821	0.003359152877
822	0.003355703419
823	0.003352190868
824	0.003348355749
825	0.003343521156
826	0.003339136689
827	0.00333339343
828	0.00332955858
829	0.00332444889
830	0.003319956464
831	0.003316395795
832	0.003312398024
833	0.003309024021
834	0.003305336162
835	0.003301992622
836	0.003298049109
837	0.003294266561
838	0.003288539265
839	0.003284320199
840	0.003280536858
841	0.00327630607
842	0.003272601227
843	0.003266796223
844	0.003262898467
845	0.003259157784
846	0.00325582741
847	0.003252254344
848	0.003248370233
849	0.003244928414
850	0.003241144148
851	0.003237516882
852	0.003233488427
853	0.003229759629
854	0.003225163462
855	0.003220106334
856	0.003216831876
857	0.003212824887
858	0.003209151038
859	0.003205324712
860	0.003202257881
861	0.003197757969
862	0.003193169817
863	0.003189297202
864	0.003185756211
865	0.003182302523
866	0.00317844233
867	0.003175253727
868	0.003170948562
869	0.003167555803
870	0.003164461661
871	0.00316058672
872	0.003155997649
873	0.003152832413
874	0.003148816445
875	0.003145444375
876	0.003141946826
877	0.00313853697
878	0.003135056729
879	0.003131715584
880	0.00312860791
881	0.003125188416
882	0.003121505617
883	0.003118374231
884	0.003114888615
885	0.003108865347
886	0.003105544957
887	0.003102228835
888	0.003098867455
889	0.003096195015
890	0.003090625204
891	0.003087566071
892	0.003083825985
893	0.003080015487
894	0.003076704697
895	0.003073146999
896	0.003069577466
897	0.003065829129
898	0.00306255399
899	0.003060181716
900	0.003056999217
901	0.003053950422
902	0.00305075149
903	0.003047223868
904	0.003043956366
905	0.003039106557
906	0.003035880394
907	0.003033089931
908	0.003029786546
909	0.003025213938
910	0.003022018275
911	0.003018947903
912	0.003015889412
913	0.003012750199
914	0.003008601396
915	0.003005852465
916	0.003000963302
917	0.002997812377
918	0.002994396085
919	0.002989260151
920	0.002986588867
921	0.002983092889
922	0.002979371362
923	0.002976512935
924	0.002973107402
925	0.002969627224
926	0.002966912343
927	0.002963358692
928	0.00296005961
929	0.002956963397
930	0.002953413504
931	0.00294983498
932	0.002946850888
933	0.002942687438
934	0.002939377643
935	0.002936602172
936	0.002933121831
937	0.002930236841
938	0.002927256404
939	0.002923590899
940	0.002921324768
941	0.002918133643
942	0.002915513494
943	0.002912782651
944	0.00291035301
945	0.002907082213
946	0.002904045733
947	0.002901257487
948	0.002898519809
949	0.002894340489
950	0.002891312518
951	0.002888399058
952	0.002885578512
953	0.002882938775
954	0.002880166235
955	0.002875531172
956	0.002872187697
957	0.002869455394
958	0.002866672885
959	0.002863678866
960	0.002860847741
961	0.002858707619
962	0.00285622273
963	0.002853914675
964	0.002851163321
965	0.002848173983
966	0.0028451008
967	0.002840562996
968	0.002837453586
969	0.002835056627
970	0.002832542218
971	0.002829757957
972	0.002826553432
973	0.002823591106
974	0.00282071487
975	0.002817201368
976	0.002813890361
977	0.002811402562
978	0.002808464991
979	0.002805781469
980	0.002802742308
981	0.002800112197
982	0.002797393648
983	0.002794403065
984	0.002791086566
985	0.002788092793
986	0.002785835394
987	0.002783518485
988	0.0027807889
989	0.002777930382
990	0.002775669365
991	0.002772814668
992	0.002770336066
993	0.002767135909
994	0.002763468924
995	0.002760650494
996	0.002757826433
997	0.002754458978
998	0.002751993178
999	0.002749154905
